num_convex_hull_points,num_convexity_defects,bounding_box_width,bounding_box_height,aspect_ratio,contour_area,contour_perimeter,label
17,11,216,328,0.658537,22101.5,1449.98,gesture_name
19,13,220,326,0.674847,21718,1458.36,gesture_name
16,10,218,325,0.670769,21632.5,1457.78,gesture_name
19,13,218,325,0.670769,21596,1458.02,gesture_name
16,11,217,326,0.665644,21667.5,1456.46,gesture_name
20,13,214,327,0.654434,21647,1449.05,gesture_name
17,12,180,324,0.555556,19290.5,1242.64,gesture_name
14,9,216,317,0.681388,18372,1025.46,gesture_name
17,10,252,305,0.82623,24808.5,1409.55,gesture_name
17,11,269,313,0.859425,26280,1474.62,gesture_name
16,10,282,312,0.903846,26763.5,1532.81,gesture_name
17,10,282,313,0.900958,27195.5,1545.63,gesture_name
16,9,280,316,0.886076,27392.5,1556.46,gesture_name
16,11,279,316,0.882911,26922.5,1571.78,gesture_name
15,9,277,316,0.876582,26712,1576.16,gesture_name
11,6,268,312,0.858974,25489,1431.45,gesture_name
26,21,231,254,0.909449,20767.5,831.762,gesture_name
21,16,238,242,0.983471,20006,848.975,gesture_name
23,17,214,240,0.891667,19917,737.637,gesture_name
24,17,177,236,0.75,19149.5,699.855,gesture_name
23,18,140,223,0.627803,17854.5,711.512,gesture_name
21,16,122,215,0.567442,15943.5,606.316,gesture_name
19,15,124,218,0.568807,14385,768.299,gesture_name
20,15,127,219,0.579909,14018,766.642,gesture_name
18,12,117,213,0.549296,13384.5,873.37,gesture_name
18,13,106,204,0.519608,11319.5,604.174,gesture_name
14,10,100,207,0.483092,12113,553.789,gesture_name
14,11,92,212,0.433962,11625.5,585.345,gesture_name
19,14,97,227,0.427313,11382.5,723.026,gesture_name
20,15,133,244,0.545082,13368,810.24,gesture_name
21,15,162,254,0.637795,13431.5,969.134,gesture_name
20,14,176,257,0.684825,14552,1015.95,gesture_name
26,22,172,266,0.646617,17062.5,751.879,gesture_name
24,18,173,262,0.660305,16756,788.181,gesture_name
21,16,160,277,0.577617,15793,861.235,gesture_name
25,20,170,287,0.592334,16602,905.921,gesture_name
20,15,171,289,0.591696,15767.5,962.507,gesture_name
18,14,175,289,0.605536,15959.5,929.335,gesture_name
19,13,169,290,0.582759,15765,961.921,gesture_name
17,12,166,292,0.568493,15835.5,973.193,gesture_name
19,14,166,292,0.568493,15770,976.264,gesture_name
17,12,168,290,0.57931,15699,990.063,gesture_name
18,12,168,289,0.581315,15718,997.034,gesture_name
17,12,167,288,0.579861,15737,995.034,gesture_name
19,14,167,288,0.579861,15747.5,1004.45,gesture_name
18,12,166,289,0.574394,15782.5,998.791,gesture_name
21,15,165,289,0.570934,15795,1005.03,gesture_name
19,13,165,289,0.570934,15830.5,1004.1,gesture_name
19,13,165,289,0.570934,15844,1000.21,gesture_name
19,13,167,289,0.577855,15875,1002.69,gesture_name
16,12,168,288,0.583333,16075.5,962.649,gesture_name
22,16,169,294,0.57483,16345,948.205,gesture_name
19,15,176,299,0.588629,16538,961.862,gesture_name
23,17,182,299,0.608696,15756,1082.51,gesture_name
22,17,183,296,0.618243,16325.5,912.992,gesture_name
20,15,175,303,0.577558,16304.5,975.963,gesture_name
27,23,157,303,0.518152,15299,902.264,gesture_name
22,18,154,290,0.531034,14871,915.436,gesture_name
21,15,163,275,0.592727,14116.5,878.021,gesture_name
22,17,162,273,0.593407,14065,911.578,gesture_name
17,12,160,273,0.586081,13990.5,902.507,gesture_name
22,16,159,273,0.582418,13981.5,909.335,gesture_name
21,16,159,271,0.586716,13890,903.092,gesture_name
20,15,159,270,0.588889,13847.5,909.678,gesture_name
21,15,160,270,0.592593,13822.5,910.992,gesture_name
23,17,159,270,0.588889,13838.5,907.335,gesture_name
23,18,160,271,0.590406,13869.5,903.335,gesture_name
20,14,159,281,0.565836,14183.5,830.222,gesture_name
19,13,172,287,0.599303,14520.5,862.365,gesture_name
19,14,213,290,0.734483,17042,920.063,gesture_name
21,15,236,286,0.825175,17963,971.318,gesture_name
17,11,235,278,0.845324,17346,1036.29,gesture_name
19,13,226,287,0.787456,16769,1139.34,gesture_name
23,18,134,293,0.457338,14729,837.779,gesture_name
28,22,146,283,0.515901,14227,843.72,gesture_name
22,15,152,263,0.577947,14039,760.323,gesture_name
19,13,195,262,0.744275,16829,776.666,gesture_name
23,19,224,268,0.835821,19632,827.092,gesture_name
19,13,228,279,0.817204,20861,839.176,gesture_name
20,14,233,282,0.826241,21194,869.661,gesture_name
20,17,225,282,0.797872,21066,936.431,gesture_name
22,16,213,291,0.731959,21451.5,948.673,gesture_name
22,17,210,291,0.721649,20932.5,963.987,gesture_name
26,20,204,289,0.705882,20400,971.259,gesture_name
21,15,211,286,0.737762,20375,832.69,gesture_name
21,16,207,287,0.721254,20184,820.891,gesture_name
18,14,207,289,0.716263,20170.5,828.791,gesture_name
23,17,207,289,0.716263,20162,826.891,gesture_name
21,19,212,286,0.741259,20131,833.72,gesture_name
23,17,214,284,0.753521,19879,835.034,gesture_name
18,12,189,318,0.59434,18893.5,844.85,gesture_name
27,22,186,319,0.583072,18887,846.122,gesture_name
20,15,187,319,0.586207,18901,848.95,gesture_name
18,12,186,319,0.583072,18884,846.607,gesture_name
22,17,186,319,0.583072,18852.5,850.85,gesture_name
19,13,186,319,0.583072,18881,848.122,gesture_name
22,16,191,321,0.595016,18995,855.921,gesture_name
25,19,197,284,0.693662,19102.5,907.963,gesture_name
25,20,195,278,0.701439,19137,909.034,gesture_name
23,19,189,278,0.679856,19046.5,905.477,gesture_name
23,20,189,277,0.68231,19072.5,904.306,gesture_name
25,21,188,277,0.6787,19054.5,905.477,gesture_name
23,20,189,277,0.68231,19045.5,902.649,gesture_name
23,19,189,276,0.684783,19031.5,908.448,gesture_name
19,15,190,277,0.685921,19065,906.548,gesture_name
23,18,190,278,0.683453,18895,911.862,gesture_name
18,13,188,290,0.648276,18606.5,868.306,gesture_name
17,13,215,343,0.626822,20188.5,1060.27,gesture_name
19,13,221,351,0.62963,20679.5,1078.07,gesture_name
18,13,231,348,0.663793,20610,1068.31,gesture_name
17,13,230,346,0.66474,20603.5,1059.93,gesture_name
19,12,232,347,0.668588,20641,1064.17,gesture_name
20,15,232,346,0.67052,20653.5,1065.24,gesture_name
19,13,233,344,0.677326,20579.5,1058.56,gesture_name
19,13,232,341,0.680352,20508,1064.11,gesture_name
21,16,203,285,0.712281,19190.5,885.075,gesture_name
23,17,197,266,0.740602,19162,778.95,gesture_name
18,15,223,260,0.857692,19082.5,940.188,gesture_name
22,18,223,260,0.857692,18991,933.46,gesture_name
25,21,210,240,0.875,18391.5,784.08,gesture_name
19,14,216,216,1,18045,823.436,gesture_name
20,17,205,107,1.91589,12239.5,626.659,gesture_name
20,13,61,51,1.19608,1386,187.48,gesture_name
16,11,65,51,1.27451,1985,224.368,gesture_name
13,9,64,51,1.2549,2064,219.539,gesture_name
20,14,64,51,1.2549,2105,216.368,gesture_name
17,13,65,51,1.27451,2126.5,214.61,gesture_name
18,14,65,52,1.25,2129,222.368,gesture_name
16,13,65,51,1.27451,2109,229.196,gesture_name
19,13,65,51,1.27451,2132.5,214.953,gesture_name
18,12,65,51,1.27451,2142.5,218.125,gesture_name
19,13,67,51,1.31373,2168,216.853,gesture_name
19,13,66,51,1.29412,2160.5,217.782,gesture_name
18,12,65,52,1.25,2143.5,214.953,gesture_name
17,14,65,51,1.27451,2137.5,219.095,gesture_name
17,14,64,52,1.23077,2129,222.368,gesture_name
16,10,65,51,1.27451,2133.5,218.61,gesture_name
18,13,65,51,1.27451,2132.5,216.125,gesture_name
21,13,66,52,1.26923,2129,222.51,gesture_name
17,12,65,52,1.25,2150.5,222.953,gesture_name
17,11,65,51,1.27451,2147,213.539,gesture_name
18,13,67,51,1.31373,2126.5,217.782,gesture_name
18,13,66,51,1.29412,2089.5,217.782,gesture_name
17,14,66,51,1.29412,2121.5,219.439,gesture_name
16,9,65,51,1.27451,2070.5,226.752,gesture_name
18,15,65,51,1.27451,2078,213.539,gesture_name
17,13,65,51,1.27451,2065,219.196,gesture_name
18,13,64,51,1.2549,2087.5,219.095,gesture_name
18,14,64,52,1.23077,2041,212.024,gesture_name
16,12,62,51,1.21569,1982,213.539,gesture_name
21,16,62,50,1.24,1911.5,222.61,gesture_name
18,13,62,50,1.24,1918.5,211.095,gesture_name
19,13,61,45,1.35556,1709.5,186.125,gesture_name
19,13,89,60,1.48333,3648.5,262.752,gesture_name
21,15,114,162,0.703704,11633,555.931,gesture_name
25,20,100,204,0.490196,13017.5,577.63,gesture_name
16,10,99,223,0.443946,13511.5,592.86,gesture_name
18,12,100,247,0.404858,14479,642.073,gesture_name
21,16,107,259,0.413127,14932,814.441,gesture_name
22,17,108,261,0.413793,14784,931.98,gesture_name
23,18,109,260,0.419231,14821.5,965.536,gesture_name
21,16,111,260,0.426923,14645.5,923.737,gesture_name
21,15,110,253,0.434783,13866.5,932.708,gesture_name
17,12,105,244,0.430328,13971,811.21,gesture_name
19,15,104,246,0.422764,13935.5,824.281,gesture_name
22,16,104,249,0.417671,14202.5,828.825,gesture_name
20,14,104,248,0.419355,14125.5,822.482,gesture_name
21,14,103,249,0.413655,14481.5,786.198,gesture_name
20,14,103,252,0.40873,14544,799.955,gesture_name
22,15,105,249,0.421687,14078.5,945.252,gesture_name
21,15,109,248,0.439516,14278.5,899.453,gesture_name
23,17,110,243,0.452675,14757,657.245,gesture_name
18,12,104,244,0.42623,13811.5,653.831,gesture_name
19,14,96,218,0.440367,11981,638.073,gesture_name
23,17,108,218,0.495413,12681,642.215,gesture_name
20,16,158,215,0.734884,14235,704.156,gesture_name
19,13,176,215,0.818605,15176.5,716.767,gesture_name
22,17,193,220,0.877273,16476,851.117,gesture_name
21,16,199,225,0.884444,17116,809.034,gesture_name
24,18,195,234,0.833333,19335,746.583,gesture_name
22,16,181,245,0.738776,22145,796.098,gesture_name
22,16,182,295,0.616949,30098.5,948.708,gesture_name
28,21,240,385,0.623377,48583,1237.89,gesture_name
15,13,181,406,0.445813,34431,1044.95,gesture_name
16,12,147,334,0.44012,23439,842.725,gesture_name
12,9,107,253,0.422925,17707.5,678.943,gesture_name
22,18,224,240,0.933333,17150.5,1285.73,gesture_name
17,11,208,208,1,15930.5,1068.51,gesture_name
20,16,194,170,1.14118,16160,1108.69,gesture_name
17,14,181,147,1.23129,15837,1059.86,gesture_name
16,13,185,147,1.2585,16425,867.696,gesture_name
18,15,175,160,1.09375,17191.5,882.482,gesture_name
17,11,166,167,0.994012,16259,771.47,gesture_name
19,16,155,172,0.901163,14880,803.269,gesture_name
21,16,112,163,0.687117,12859.5,587.546,gesture_name
18,12,107,168,0.636905,12233.5,591.061,gesture_name
14,9,103,173,0.595376,11945.5,628.375,gesture_name
14,10,101,177,0.570621,11949.5,642.718,gesture_name
14,11,102,181,0.563536,12271.5,660.032,gesture_name
14,10,106,186,0.569892,12995,685.245,gesture_name
15,10,108,193,0.559585,13770,695.588,gesture_name
12,10,112,199,0.562814,14338.5,727.144,gesture_name
9,5,24,20,1.2,246.5,77.3553,gesture_name
11,6,23,20,1.15,241,77.9411,gesture_name
9,6,24,21,1.14286,238,85.598,gesture_name
9,5,24,20,1.2,247.5,74.5269,gesture_name
9,5,23,20,1.15,243.5,78.5269,gesture_name
10,6,24,20,1.2,246.5,77.3553,gesture_name
9,7,24,20,1.2,244,79.9411,gesture_name
8,4,24,21,1.14286,250,75.1127,gesture_name
10,5,24,20,1.2,253,74.2843,gesture_name
9,6,24,20,1.2,253,74.2843,gesture_name
9,4,23,20,1.15,250.5,73.6985,gesture_name
10,6,24,21,1.14286,255.5,75.6985,gesture_name
8,4,24,21,1.14286,254,75.1127,gesture_name
10,5,24,20,1.2,253,74.2843,gesture_name
10,5,24,20,1.2,251.5,73.6985,gesture_name
9,5,24,20,1.2,251.5,77.3553,gesture_name
10,5,24,20,1.2,255,74.2843,gesture_name
9,4,24,21,1.14286,252,75.9411,gesture_name
10,5,24,21,1.14286,254.5,75.6985,gesture_name
8,6,24,21,1.14286,254.5,75.6985,gesture_name
9,4,23,21,1.09524,254,75.1127,gesture_name
11,5,24,20,1.2,253,75.1127,gesture_name
9,5,24,21,1.14286,258.5,75.6985,gesture_name
10,5,24,21,1.14286,254.5,75.6985,gesture_name
10,4,23,20,1.15,252.5,72.8701,gesture_name
11,5,23,21,1.09524,252,75.1127,gesture_name
11,5,24,20,1.2,259,74.2843,gesture_name
11,7,24,20,1.2,262,75.1127,gesture_name
10,5,24,21,1.14286,258.5,75.6985,gesture_name
10,5,24,21,1.14286,257,75.1127,gesture_name
9,4,24,21,1.14286,256,75.9411,gesture_name
9,4,24,20,1.2,255.5,74.5269,gesture_name
10,5,24,21,1.14286,256.5,75.6985,gesture_name
9,4,24,21,1.14286,254,75.1127,gesture_name
10,6,24,20,1.2,252,77.1127,gesture_name
10,5,24,21,1.14286,253.5,75.6985,gesture_name
10,5,24,20,1.2,257,75.1127,gesture_name
10,5,24,20,1.2,256.5,74.5269,gesture_name
9,4,24,20,1.2,259.5,74.5269,gesture_name
11,6,24,20,1.2,257.5,74.5269,gesture_name
9,5,24,20,1.2,257,75.1127,gesture_name
8,5,24,21,1.14286,258.5,75.6985,gesture_name
9,4,24,21,1.14286,254,75.9411,gesture_name
10,5,24,21,1.14286,257,75.1127,gesture_name
9,4,24,20,1.2,253.5,73.6985,gesture_name
9,5,24,21,1.14286,255.5,75.6985,gesture_name
10,6,24,21,1.14286,256.5,75.6985,gesture_name
10,5,24,21,1.14286,258.5,75.6985,gesture_name
11,5,24,20,1.2,257,74.2843,gesture_name
9,4,24,21,1.14286,254,75.1127,gesture_name
9,5,24,20,1.2,257,74.2843,gesture_name
9,4,24,21,1.14286,252,75.1127,gesture_name
9,5,24,21,1.14286,257.5,75.6985,gesture_name
10,4,23,21,1.09524,258,74.2843,gesture_name
9,6,24,21,1.14286,257.5,75.6985,gesture_name
9,4,24,21,1.14286,256,75.1127,gesture_name
8,5,24,21,1.14286,259.5,75.6985,gesture_name
10,4,23,21,1.09524,256,74.2843,gesture_name
10,5,24,20,1.2,256,74.2843,gesture_name
10,5,24,21,1.14286,255.5,75.6985,gesture_name
10,5,24,21,1.14286,256.5,75.6985,gesture_name
9,6,24,21,1.14286,254.5,75.6985,gesture_name
10,6,24,21,1.14286,257.5,75.6985,gesture_name
10,6,24,21,1.14286,257.5,75.6985,gesture_name
9,5,24,21,1.14286,256.5,75.6985,gesture_name
9,5,24,21,1.14286,256.5,75.6985,gesture_name
10,5,24,21,1.14286,255.5,76.5269,gesture_name
9,5,24,21,1.14286,256.5,75.6985,gesture_name
8,4,24,21,1.14286,255,75.1127,gesture_name
9,5,24,21,1.14286,257.5,75.6985,gesture_name
10,5,24,21,1.14286,257.5,75.6985,gesture_name
10,5,24,21,1.14286,259.5,75.6985,gesture_name
10,4,24,23,1.04348,273,78.2843,gesture_name
11,7,25,25,1,317.5,82.5269,gesture_name
17,10,40,57,0.701754,1058.5,222.066,gesture_name
19,14,74,60,1.23333,2145.5,321.948,gesture_name
11,7,119,154,0.772727,5738,600.441,gesture_name
12,8,124,200,0.62,8298,745.637,gesture_name
10,8,129,207,0.623188,8829.5,774.021,gesture_name
13,7,129,217,0.59447,9311.5,832.649,gesture_name
15,9,130,241,0.539419,9701,939.46,gesture_name
12,6,136,240,0.566667,9793.5,991.502,gesture_name
13,8,132,239,0.552301,9749.5,957.845,gesture_name
12,8,129,239,0.539749,9722.5,948.188,gesture_name
12,8,130,238,0.546218,9716,933.803,gesture_name
12,7,142,244,0.581967,10304,992.573,gesture_name
11,7,143,246,0.581301,10815.5,997.987,gesture_name
13,8,145,247,0.587045,11090,1009.4,gesture_name
11,6,151,248,0.608871,11424,1048.86,gesture_name
13,8,170,248,0.685484,11999.5,1153.33,gesture_name
13,8,172,248,0.693548,12297,1189.57,gesture_name
10,6,153,248,0.616935,11955,1054.17,gesture_name
16,11,194,248,0.782258,12616,1249.99,gesture_name
11,7,147,246,0.597561,11718,1012.51,gesture_name
13,9,124,210,0.590476,8796,680.867,gesture_name
21,16,128,161,0.795031,5993,560.784,gesture_name
22,17,124,197,0.629442,6374,704.666,gesture_name
21,18,120,199,0.603015,6199,712.323,gesture_name
19,14,119,193,0.61658,6115,676.524,gesture_name
21,16,122,197,0.619289,5944,785.921,gesture_name
20,15,120,191,0.628272,6025,671.009,gesture_name
16,12,124,180,0.688889,6141,606.098,gesture_name
15,12,152,224,0.678571,10822,908.431,gesture_name
14,8,186,256,0.726562,13032.5,1236.52,gesture_name
16,10,197,259,0.760618,13433.5,1271.01,gesture_name
15,9,201,264,0.761364,13644,1359.68,gesture_name
15,11,201,264,0.761364,13673,1335.53,gesture_name
14,9,200,262,0.763359,13535,1316.08,gesture_name
14,8,196,261,0.750958,12612,1196.4,gesture_name
15,10,148,259,0.571429,9514.5,854.448,gesture_name
18,14,152,259,0.586873,6977.5,742.365,gesture_name
17,12,74,96,0.770833,2285.5,290.777,gesture_name
24,18,89,101,0.881188,2340.5,295.747,gesture_name
21,17,157,187,0.839572,4319,581.21,gesture_name
21,13,243,258,0.94186,7983.5,883.1,gesture_name
17,11,253,281,0.900356,9463,946.053,gesture_name
15,9,273,344,0.793605,12854.5,1521.02,gesture_name
14,8,277,346,0.800578,13853.5,1314.71,gesture_name
16,9,274,350,0.782857,13738,1457.72,gesture_name
15,9,270,338,0.798817,13907.5,1371.26,gesture_name
13,7,260,368,0.706522,13979,1430.81,gesture_name
15,9,259,375,0.690667,14094.5,1472.03,gesture_name
16,10,257,382,0.672775,13719.5,1394.29,gesture_name
16,10,255,389,0.655527,13336.5,1515.34,gesture_name
14,10,252,351,0.717949,11178,1129.51,gesture_name
15,11,230,272,0.845588,7797.5,907.159,gesture_name
23,18,139,166,0.837349,4644,483.813,gesture_name
18,12,144,312,0.461538,11822,940.632,gesture_name
15,9,158,288,0.548611,15386,1185.63,gesture_name
16,9,173,280,0.617857,15727.5,1230.21,gesture_name
14,8,152,275,0.552727,14812,1066.29,gesture_name
13,11,210,273,0.769231,15090,1321.02,gesture_name
15,10,211,272,0.775735,14938,1324.48,gesture_name
13,10,211,272,0.775735,14962,1408.56,gesture_name
13,8,208,271,0.767528,14687.5,1314.24,gesture_name
14,10,208,271,0.767528,14482,1307.51,gesture_name
12,8,208,271,0.767528,14482,1314.14,gesture_name
15,11,207,270,0.766667,14346.5,1309.07,gesture_name
12,9,206,269,0.765799,14325.5,1304.72,gesture_name
16,10,206,267,0.771536,14272,1300.96,gesture_name
14,10,207,266,0.778195,14258,1304.62,gesture_name
16,10,206,267,0.771536,14760,1301.79,gesture_name
14,9,207,267,0.775281,15310,1303.94,gesture_name
15,9,209,268,0.779851,16847.5,1347.63,gesture_name
15,9,210,268,0.783582,16994.5,1337.49,gesture_name
16,11,209,267,0.782772,16971.5,1369.63,gesture_name
14,10,210,266,0.789474,16906,1357.88,gesture_name
16,12,210,264,0.795455,16919.5,1355.78,gesture_name
17,12,210,263,0.798479,16778,1348.7,gesture_name
15,10,209,260,0.803846,16642.5,1324.81,gesture_name
15,9,209,260,0.803846,16739.5,1321.98,gesture_name
16,10,210,261,0.804598,17437,1305.39,gesture_name
18,10,210,261,0.804598,17622.5,1301.15,gesture_name
15,11,210,260,0.807692,17514,1303.94,gesture_name
17,11,209,259,0.80695,17462,1305.73,gesture_name
20,14,207,259,0.799228,17432,1283.25,gesture_name
18,12,180,257,0.700389,16307.5,1164.09,gesture_name
18,12,183,275,0.665455,13195.5,944.046,gesture_name
16,12,146,147,0.993197,5454.5,519.227,gesture_name
14,11,245,244,1.0041,8607,966.288,gesture_name
15,9,282,272,1.03676,12208.5,1035.38,gesture_name
17,12,295,319,0.924765,15779.5,1373.4,gesture_name
17,12,304,320,0.95,17256,1438.55,gesture_name
13,9,309,322,0.959627,18632,1526.01,gesture_name
16,10,309,326,0.947853,19669.5,1529.08,gesture_name
16,10,306,331,0.924471,20283.5,1489.97,gesture_name
16,10,302,334,0.904192,20809,1464.55,gesture_name
19,12,297,339,0.876106,22650.5,1708.62,gesture_name
17,12,291,344,0.84593,22619.5,1673.85,gesture_name
15,10,282,350,0.805714,21222,1491.1,gesture_name
18,12,278,355,0.783099,21622,1573.24,gesture_name
18,12,272,360,0.755556,22103.5,1816.62,gesture_name
17,12,271,362,0.748619,21764,1763.26,gesture_name
15,10,270,365,0.739726,21219,1807.12,gesture_name
18,13,270,366,0.737705,20074,1554.47,gesture_name
17,11,268,366,0.73224,19972.5,1602.03,gesture_name
14,10,269,365,0.736986,19967,1669.67,gesture_name
16,12,254,362,0.701657,18820,1575.52,gesture_name
21,17,242,333,0.726727,16460,1397.36,gesture_name
21,17,225,313,0.71885,15562,1153.17,gesture_name
20,15,224,310,0.722581,15395,1153.37,gesture_name
24,19,224,310,0.722581,15241,1121.71,gesture_name
20,15,228,325,0.701538,15662.5,1180.18,gesture_name
15,11,252,358,0.703911,18288,1465.84,gesture_name
19,13,255,361,0.706371,18918,1559.1,gesture_name
20,14,266,349,0.762178,18542,1561.78,gesture_name
21,15,251,332,0.756024,15837,1322.02,gesture_name
16,11,252,319,0.789969,14603,1232.76,gesture_name
17,14,240,234,1.02564,11734,833.176,gesture_name
14,10,286,236,1.21186,11992,907.886,gesture_name
15,10,306,233,1.3133,12692.5,1041.04,gesture_name
19,14,310,242,1.28099,13024.5,1021.18,gesture_name
18,12,305,246,1.23984,13322,1025.14,gesture_name
17,11,312,280,1.11429,14983,1281.62,gesture_name
14,9,301,279,1.07885,14937.5,1301.23,gesture_name
16,11,297,281,1.05694,15048,1255.42,gesture_name
13,9,293,285,1.02807,15104,1314.53,gesture_name
13,7,288,285,1.01053,15035.5,1274.2,gesture_name
15,11,291,285,1.02105,14836.5,1281.52,gesture_name
13,10,292,283,1.0318,14858.5,1257.52,gesture_name
16,10,302,276,1.0942,14846.5,1272.06,gesture_name
13,7,311,272,1.14338,14406.5,1242.75,gesture_name
14,9,311,272,1.14338,14374.5,1206.95,gesture_name
14,9,312,272,1.14706,13980.5,1221.78,gesture_name
13,10,310,273,1.13553,13787,1230.16,gesture_name
